source name	characteristics[organism]	characteristics[organism part]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[developmental stage]	characteristics[disease]	characteristics[ancestry category]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	Material Type	assay name	Technology Type	comment[proteomexchange accession number]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD020192-Sample-37	Homo sapiens	Seminal vesicle	Seminal vesicle	not applicable	not applicable	adult	Normal	not available	1	not available	not available	tissue	Seminal vesicle	proteomic profiling by mass spectrometry	PXD020192	S74_SeminalVesicle_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020192/S74_SeminalVesicle_2.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	10 ppm	0.02 Da	Seminal vesicle
PXD020192-Sample-38	Homo sapiens	Testis	Testis	not applicable	not applicable	adult	Normal	not available	1	not available	not available	tissue	Testis	proteomic profiling by mass spectrometry	PXD020192	S75_Testis_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020192/S75_Testis_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	10 ppm	0.02 Da	Testis
PXD020192-Sample-38	Homo sapiens	Testis	Testis	not applicable	not applicable	adult	Normal	not available	1	not available	not available	tissue	Testis	proteomic profiling by mass spectrometry	PXD020192	S76_Testis_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020192/S76_Testis_2.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	10 ppm	0.02 Da	Testis
PXD020192-Sample-39	Homo sapiens	Epididymis	Epididymis	not applicable	not applicable	adult	Normal	not available	1	not available	not available	tissue	Epididymis	proteomic profiling by mass spectrometry	PXD020192	S77_Epidymis_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020192/S77_Epidymis_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	10 ppm	0.02 Da	Epidymis
PXD020192-Sample-39	Homo sapiens	Epididymis	Epididymis	not applicable	not applicable	adult	Normal	not available	1	not available	not available	tissue	Epididymis	proteomic profiling by mass spectrometry	PXD020192	S78_Epidymis_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020192/S78_Epidymis_2.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	10 ppm	0.02 Da	Epidymis
PXD020192-Sample-40	Homo sapiens	Anus	Anus	not applicable	not applicable	adult	Normal	not available	1	not available	not available	tissue	Anus	proteomic profiling by mass spectrometry	PXD020192	S79_Anus_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020192/S79_Anus_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	10 ppm	0.02 Da	Anus
PXD020192-Sample-40	Homo sapiens	Anus	Anus	not applicable	not applicable	adult	Normal	not available	1	not available	not available	tissue	Anus	proteomic profiling by mass spectrometry	PXD020192	S80_Anus_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020192/S80_Anus_2.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	10 ppm	0.02 Da	Anus
PXD020192-Sample-41	Homo sapiens	Bone marrow	Bone marrow	not applicable	not applicable	adult	Normal	not available	1	not available	not available	tissue	Bone marrow	proteomic profiling by mass spectrometry	PXD020192	S81_BoneMarrow_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020192/S81_BoneMarrow_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	10 ppm	0.02 Da	Bone marrow
PXD020192-Sample-41	Homo sapiens	Bone marrow	Bone marrow	not applicable	not applicable	adult	Normal	not available	1	not available	not available	tissue	Bone marrow	proteomic profiling by mass spectrometry	PXD020192	S82_BoneMarrow_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020192/S82_BoneMarrow_2.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	10 ppm	0.02 Da	Bone marrow
PXD020192-Sample-42	Homo sapiens	Fallopian tube	Fallopian tube	not applicable	not applicable	adult	Normal	not available	1	not available	not available	tissue	Fallopian tube	proteomic profiling by mass spectrometry	PXD020192	S83_FallopianTube_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020192/S83_FallopianTube_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	10 ppm	0.02 Da	Fallopian tube
PXD020192-Sample-42	Homo sapiens	Fallopian tube	Fallopian tube	not applicable	not applicable	adult	Normal	not available	1	not available	not available	tissue	Fallopian tube	proteomic profiling by mass spectrometry	PXD020192	S84_FallopianTube_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020192/S84_FallopianTube_2.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	10 ppm	0.02 Da	Fallopian tube
PXD020192-Sample-43	Homo sapiens	Parathyroid gland	Parathyroid gland	not applicable	not applicable	adult	Normal	not available	1	not available	not available	tissue	Parathyroid gland	proteomic profiling by mass spectrometry	PXD020192	S85_ParathyroidGland_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020192/S85_ParathyroidGland_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	10 ppm	0.02 Da	Parathyroid gland
PXD020192-Sample-43	Homo sapiens	Parathyroid gland	Parathyroid gland	not applicable	not applicable	adult	Normal	not available	1	not available	not available	tissue	Parathyroid gland	proteomic profiling by mass spectrometry	PXD020192	S86_ParathyroidGland_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020192/S86_ParathyroidGland_2.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	10 ppm	0.02 Da	Parathyroid gland
PXD020192-Sample-44	Homo sapiens	Tonsil	Tonsil	not applicable	not applicable	adult	Normal	not available	1	not available	not available	tissue	Tonsil	proteomic profiling by mass spectrometry	PXD020192	S87_Tonsil_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020192/S87_Tonsil_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	10 ppm	0.02 Da	Tonsil
PXD020192-Sample-44	Homo sapiens	Tonsil	Tonsil	not applicable	not applicable	adult	Normal	not available	1	not available	not available	tissue	Tonsil	proteomic profiling by mass spectrometry	PXD020192	S88_Tonsil_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020192/S88_Tonsil_2.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	10 ppm	0.02 Da	Tonsil
PXD020192-Sample-45	Homo sapiens	Ovary	Ovary	not applicable	not applicable	adult	Normal	not available	1	not available	not available	tissue	Ovary	proteomic profiling by mass spectrometry	PXD020192	S89_Ovary_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020192/S89_Ovary_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	10 ppm	0.02 Da	Ovary
PXD020192-Sample-45	Homo sapiens	Ovary	Ovary	not applicable	not applicable	adult	Normal	not available	1	not available	not available	tissue	Ovary	proteomic profiling by mass spectrometry	PXD020192	S90_Ovary_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020192/S90_Ovary_2.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	10 ppm	0.02 Da	Ovary
PXD020192-Sample-46	Homo sapiens	Skin	Skin	not applicable	not applicable	adult	Normal	not available	1	not available	not available	tissue	Skin	proteomic profiling by mass spectrometry	PXD020192	S91_Skin_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020192/S91_Skin_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	10 ppm	0.02 Da	Skin
PXD020192-Sample-46	Homo sapiens	Skin	Skin	not applicable	not applicable	adult	Normal	not available	1	not available	not available	tissue	Skin	proteomic profiling by mass spectrometry	PXD020192	S92_Skin_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020192/S92_Skin_2.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	10 ppm	0.02 Da	Skin
